@relation FAQ
@attribute id string
@attribute text string
@attribute class {'CAREER','AGRICULTURE','NONE','HEALTH','INSURANCE','BANK','INDIAN','LOAN','GK','SPORTS','TELECOMMUNICATION','TOURISM','INTERNAL','PERSONALITY','RECIPES','VISA','WEB'}
@data
"ENG_477"," wanna fnd hitachi drive companys","INTERNAL"

"ENG_478"," incompatibal systems hard drv install?","INTERNAL"

"ENG_479"," vy dont pc capacity drv","INTERNAL"

"ENG_480"," am gettin format didnt complete formattin why?","INTERNAL"

"ENG_481"," am gettin "the disk damaged" formattin why?","INTERNAL"

"ENG_482"," scsi drive givin error called "start unit request failure" fix 4","INTERNAL"

"ENG_483"," procejur disconnact usb computar ven dun vit storing stuff","INTERNAL"

"ENG_484"," whys bill hard drvs","INTERNAL"

"ENG_485"," 32 gb clip jumper settin","INTERNAL"

"ENG_486"," happens push button?","INTERNAL"

"ENG_487"," usb cable comes accidentally happens backup?","INTERNAL"

"ENG_488"," scsi drive scsi control","INTERNAL"

"ENG_489"," wont harddrive enhanced sec erase func hdderase","INTERNAL"

"ENG_490"," bulk data encrpton wrk mac apple sys","INTERNAL"

"ENG_491"," du prsnalitie","PERSONALITY"

"ENG_492"," possibal impove personality?","PERSONALITY"

"ENG_493"," larnin english improve personality","PERSONALITY"

"ENG_494"," knowledge 4 personality dev","PERSONALITY"

"ENG_495"," boys grls care looks personality matter intelligence?","PERSONALITY"

"ENG_496"," personality person","PERSONALITY"

"ENG_497"," tell factors describing human personality","PERSONALITY"

"ENG_498"," persons personality dimensions","PERSONALITY"

"ENG_499"," shld 360 feedbak","PERSONALITY"

"ENG_500"," confidential procedure","PERSONALITY"

"ENG_501"," gat recepie alu palak","RECIPES"

"ENG_502"," wanna hot mango chutni tell 2","RECIPES"

"ENG_503"," receepi gobhi manchooriyan","RECIPES"

"ENG_504"," 2 sweet sour mango chutney","RECIPES"

"ENG_505"," bharwa bhindi ingredients","RECIPES"

"ENG_506"," bharwa bengan","RECIPES"

"ENG_507"," rasmalai recipee plesase","RECIPES"

"ENG_508"," rava laddu","RECIPES"

"ENG_509"," kalakand","RECIPES"

"ENG_510"," jalebi tips pl","RECIPES"

"ENG_511"," recipe sweet pongal","NONE"

"ENG_512"," pudina parata","RECIPES"

"ENG_513"," lemon plus chili pickle","RECIPES"

"ENG_514"," prepare hot lemon pickle","RECIPES"

"ENG_515"," coco nut chutny","RECIPES"

"ENG_516"," coco-nut chutnie prepared","RECIPES"

"ENG_517"," tell easy steps coconut chutny","RECIPES"

"ENG_518"," 2 mint chutney","RECIPES"

"ENG_519"," taco bell mexico piza","RECIPES"

"ENG_520"," 2 tacobell meat seasoning","RECIPES"

"ENG_521"," ppl frm countires visa australia","VISA"

"ENG_522"," app visa","VISA"

"ENG_523"," time visa app","VISA"

"ENG_524"," necc xerox copy passpt","VISA"

"ENG_525"," photo copy pass port required keep?","VISA"

"ENG_526"," indian bus visa reqd","VISA"

"ENG_527"," wrk india entr using bussinness visa","VISA"

"ENG_528"," 2 tacobell meat seasoning","NONE"

"ENG_529"," extend indian business visa","VISA"

"ENG_530"," convert tourist visa student visa","VISA"

"ENG_531"," whr 2 apply 2 visa","VISA"

"ENG_532"," student visa times enter country","VISA"

"ENG_533"," 2 pay visa charge","VISA"

"ENG_534"," applicants person submit app","VISA"

"ENG_535"," india's pop","VISA"

"ENG_536"," stage monsoon wintr","VISA"

"ENG_537"," fam mosque delhi","VISA"

"ENG_538"," goa pt india","VISA"

"ENG_539"," name indias capital","VISA"

"ENG_540"," wats indias currency","VISA"

"ENG_541"," handle photos graphics","WEB"

"ENG_542"," design site host elsewhere","WEB"

"ENG_543"," ya flash","WEB"

"ENG_544"," am allowd changes site own","WEB"

"ENG_545"," sample web templates","WEB"

"ENG_546"," 4 domain name secure","WEB"

"ENG_547"," possibal chng passwd domain","WEB"

"ENG_548"," fixed passwd name 2","WEB"

"ENG_549"," expiry domain names","WEB"

"ENG_550"," am allowd change domain pass word","WEB"

"ENG_551"," wats host name","WEB"

"ENG_552"," wats domane lockin","WEB"

"ENG_553"," 2 renew domain name","WEB"

"ENG_554"," reg domain name","WEB"

"ENG_555"," pik domain nam","WEB"

"ENG_556"," wats autorespondr","WEB"

"ENG_557"," wats da resell","WEB"

"ENG_558"," wats cgi acess","WEB"

"ENG_559"," gonna gimme telnet services","WEB"

"ENG_560"," wats ur busines mail service","WEB"

"ENG_561"," ur hostin servic avl int users","WEB"

"ENG_562"," paymnt schemes applicabl","WEB"

"ENG_563"," aplan bigger plan latr","WEB"

"ENG_564"," wats cgi access","WEB"

"ENG_565"," uuse java script page","WEB"

"ENG_566"," company domain name pop acc","WEB"

"ENG_567"," ya control panel linux acc","WEB"

"ENG_568"," wats amt data tr page","WEB"

"ENG_569"," maintain maself set site","WEB"

"ENG_570"," cook taco bells hot taco soce","RECIPES"

"ENG_571"," potato chop cookie","RECIPES"

"ENG_572"," popeye styl dirty rice","RECIPES"

"ENG_573"," ya bake pizza hut crust","RECIPES"

"ENG_574"," ya sambar tasty","RECIPES"

"ENG_575"," rasam masla","RECIPES"

"ENG_576"," tell easy steps mangalore rasam","RECIPES"

"ENG_577"," 2 sambar","RECIPES"

"ENG_578"," easy 2 prep taco bell mexicani piza","RECIPES"

"ENG_579"," elabrate steps 4 tacobell meat seasoning","RECIPES"

"ENG_579"," mangalore rasam reeecip pl","RECIPES"

"ENG_580"," ya gimme recipe green peace skin soup","RECIPES"

"ENG_581"," gimme receepi 4 popeye styl dirty rice","RECIPES"

"ENG_582"," needa bake pizza hut crust","RECIPES"

"ENG_583"," 2 mak sambar mummy","RECIPES"

"ENG_584"," rasam maslas","RECIPES"

"ENG_585"," hows mangalore rasam preparation","RECIPES"

"ENG_586"," sambar recipee","RECIPES"

"ENG_587"," tacobell mexican pizza recipe","RECIPES"

"ENG_588"," pl tell 2 tacobell meat seasoning","RECIPES"

"ENG_589"," wanna mangalore rasam recpe","RECIPES"

"ENG_590"," green pea skin soup method","RECIPES"

"ENG_591"," enable blk data encription hard-drive","INTERNAL"

"ENG_592"," whr 2 buy hard-drive bulk data encrption","INTERNAL"

"ENG_593"," 2 format hard drive 2 mac windows","NONE"

"ENG_594"," 2 format hard drive 2 mac","INTERNAL"

"ENG_595"," wont computer capacity drive","INTERNAL"

"ENG_596"," am gettin messag "format complete" why?","INTERNAL"

"ENG_597"," am gettin messag "disk damaged" formatin?","INTERNAL"

"ENG_598"," whys scsi drive givin error called "start unit request failure"","INTERNAL"

"ENG_599"," remove usb computar aft storing files","INTERNAL"

"ENG_600"," dont bill hard drive","INTERNAL"

"ENG_601"," activt irctc mobile","INDIAN"

"ENG_602"," frnds abt irctc mobile","INDIAN"

"ENG_603"," wt tkt cancel chrgs","INDIAN"

"ENG_604"," fr tkt delivry wt shd provided courier","INDIAN"

"ENG_605"," wt dnt plan jurney advnce","INDIAN"

"ENG_606"," activt irctc mobile","INDIAN"

"ENG_607"," tell frnds abt irctc mobile","INDIAN"

"ENGLISH_608"," am tech comp sc students 2 mke career archeolgy","CAREER"

"ENGLISH_609"," irctcmbl lcked","NONE"

"ENGLISH_610"," whc crckt tm ds brian lara ply 4?","SPORTS"

"ENGLISH_611"," shd synchrnze irctc mble?","NONE"

"ENGLISH_612"," credt crd info irctc mbl safe?","INDIAN"

"ENGLISH_613"," carerr ntwrk link?","CAREER"

"ENGLISH_614"," future job prospets law gradtute esp govt jobs","CAREER"

"ENGLISH_615"," haplogroup genographic prj dffrnt family tree dna?","HEALTH"

"ENGLISH_616"," ds hockey referee mean clasps writs?","SPORTS"

"ENGLISH_617"," am searching job banks gov.job related career? completed bcs 2 exp. rts industries ltd., coimbatore associatehr aparajitha corporate services., coimbatore personnel executive till date.i am pursuing pgdpm ir?","CAREER"

"ENGLISH_618"," chnge irtcmbile pin?","NONE"

"ENGLISH_619"," gt pet insurance residnt canada?","INSURANCE"

"ENGLISH_620"," rgstr ralway tktng servc thru irctc mbble","NONE"

"ENGLISH_621"," whch yr hanging abloshd united kngdm","NONE"

"ENGLISH_622"," pilot aftr opting non-medical strm ?","CAREER"

"ENGLISH_623"," labr union prvde gp insurance","INSURANCE"

"ENGLISH_624"," whn bst time 1st exam?","CAREER"

"ENGLISH_625"," tho frind adsl connection bsnl cant one...why?","TELECOMMUNICATION"

"ENGLISH_626"," tall wtc 9/11 attacls?","NONE"

"ENGLISH_627"," am infectius, im taking antiretroviral drugs 'undetectable' viral load","HEALTH"

"ENGLISH_628"," flu vaccinations pregnancy cause false +ive hivtest results?","HEALTH"

"ENGLISH_629"," nd overseas travel insurance?","NONE"

"ENGLISH_630"," term insrnce?","NONE"

"ENGLISH_631"," placement srvcs?","CAREER"

"ENGLISH_632"," mny penlyt pnts allianz accept business, pvt motor insurcne policy","INSURANCE"

"ENGLISH_633"," team lowsest score odi?","SPORTS"

"ENGLISH_634"," heart attack, cancer, stroke covered hlth insurance plicy ?","INSURANCE"

"ENGLISH_635"," whch jerome jerome novel hs dog called mont morency?","NONE"

"ENGLISH_636"," custom officr airprt","CAREER"

"ENGLISH_637"," insurance company rescinded health insurance polcy. ds tht mn?","INSURANCE"

"ENGLISH_638"," hpens money stolen whn am","INSURANCE"

"ENGLISH_640"," minimum annual income rqrd eligible critical illness insurance ?","INSURANCE"

"ENGLISH_641"," gprs","NONE"

"ENGLISH_642"," cancel tkt refund","NONE"

"ENGLISH_643"," lose gprs connctn aftr entrung detils","NONE"

"ENGLISH_644"," bsnl connction ?","TELECOMMUNICATION"

"ENGLISH_645"," add passnegts pssngr list stred mobile","NONE"

"ENGLISH_647"," whch base ball legaue tm walt disney op control 96 ?","SPORTS"

"ENGLISH_648"," board trn rsrvd coach wtlsted tkt?","NONE"

"ENGLISH_649"," vrial meningitis trtd?","NONE"

"ENGLISH_650"," whch 1st country recognize mexicos independence","SPORTS"

"ENGLISH_651"," nd life insurance","INSURANCE"

"ENGLISH_652"," whch female golfer nick taco?","SPORTS"

"ENGLISH_653"," organic prods free pesticide residue?","SPORTS"

"ENGLISH_654"," worlds crickt player?","SPORTS"

"ENGLISH_655"," details qualifiction position","CAREER"

"ENGLISH_656"," chrges using waiting rly stn?","INDIAN"

"ENGLISH_657"," 1st pm india","GK"

"ENGLISH_658"," climeatolgy recrods discontd","SPORTS"

"ENGLISH_659"," difftne makes cars james bond","NONE"

"ENGLISH_660"," bk circular journey tikts","NONE"

"ENGLISH_661"," einstein maintian diary?","NONE"

"ENGLISH_662"," employer allwed change helth beneift progrme lesser benefits","INSURANCE"

"ENGLISH_663"," einstein 2 swim","GK"

"ENGLISH_664"," shd invest cash policy whn savings rate better?","INSURANCE"

"ENGLISH_665"," whn uk handover hk china?","NONE"

"ENGLISH_666"," add policy details auth bank webiste","INSURANCE"

"ENGLISH_667"," claims 1st year, wanna discontinue policy?","INSURANCE"

"ENGLISH_668"," bld donation increase risk hiv infection?","HEALTH"

"ENGLISH_669"," channle tunnel eruope open?","GK"

"ENGLISH_670"," margert thatcher pm?","GK"

"ENGLISH_671"," whats starting salary range private dental practices mississippi?","HEALTH"

"ENGLISH_672"," employer wrk directly insurance co?","NONE"

"ENGLISH_673"," stay vet?","INSURANCE"

"ENGLISH_674"," medication prescription reads "q.i.d." mean?","SPORTS"

"ENGLISH_675"," policy old, add children","INSURANCE"

"ENGLISH_676"," empolys psychologists?","CAREER"

"ENGLISH_678"," conditions shod abt","INSURANCE"

"ENGLISH_679"," 7th king israel shares name herman melville literary character?","SPORTS"

"ENGLISH_680"," epa hazardous air pollutants area?","HEALTH"

"ENGLISH_681"," blk keys piano have?","GK"

"ENGLISH_682"," govt life insuance schems pay dividends?","INSURANCE"

"ENGLISH_683"," hpns car written","INSURANCE"

"ENGLISH_684"," toe guard bat","SPORTS"

"ENGLISH_685"," 1st govenro geneal free india","GK"

"ENGLISH_686"," indian pm resign completeing term","GK"

"ENGLISH_687"," outfit's national intelligence daily circulation 200?","SPORTS"

"ENGLISH_688"," whats 'cashless' claim?","NONE"

"ENGLISH_689"," whch worlds largets diamond producing country","GK"

"ENGLISH_690"," bee larva chance becoming stops eating royal jelly days?","SPORTS"

"ENGLISH_691"," advantages booking circular journey ticket?","NONE"

"ENGLISH_692"," whch 1st country host modern olympics","GK"

"ENGLISH_693"," pay insurance premiums thry banks servc providers","NONE"

"ENGLISH_695"," insurance broker insurnce agent?","INSURANCE"

"ENGLISH_696"," wine mke sleepy","HEALTH"

"ENG_QUERY_5000"," cl chrgs 4 clng crd","NONE"

"ENG_QUERY_5001"," atl wld clng crd chrgs","NONE"

"ENG_QUERY_5002"," clng chrg 4 artl wrd clng crd","NONE"

"ENG_QUERY_5003"," crd thurg payfone mob","NONE"

"ENG_QUERY_5004"," uz artl wrld clng crd via mb ph","NONE"

"ENG_QUERY_5005"," uz airtel world calln mobile ph","NONE"

"ENG_QUERY_5006"," da chrg 4 cal fwd","NONE"

"ENG_QUERY_5007"," cll frwd chg","NONE"

"ENG_QUERY_5008"," cll div chg","NONE"

"ENG_QUERY_5009"," cll div charg","NONE"

"ENG_QUERY_5010"," 2 actv rmng","NONE"

"ENG_QUERY_5011"," 2 activate uz romng","NONE"

"ENG_QUERY_5012"," 2 activate uz roaming","NONE"

"ENG_QUERY_5013"," rmng chg","NONE"

"ENG_QUERY_5014"," hw2 dactv8 rmng","NONE"

"ENG_QUERY_5015"," 2 dactiv8 rming","NONE"

"ENG_QUERY_5016"," 2 dactv8 romng","NONE"

"ENG_QUERY_5017"," 2 dactiv8 romg","NONE"

"ENG_QUERY_5018"," iz romg aplicbl 4 frwrd cl","NONE"

"ENG_QUERY_5019"," romg aplicabl divrtd cal","NONE"

"ENG_QUERY_5020"," iz romg aplcbl 4 fw cls","NONE"

"ENG_QUERY_5021"," roamng applicbl fr divert8 cals","NONE"

"ENG_QUERY_5022"," ppd crd rchrg","NONE"

"ENG_QUERY_5023"," hw2 rchrg atl ppd crd","NONE"

"ENG_QUERY_5024"," h2 gt blns enqry","NONE"

"ENG_QUERY_5025"," hw2 gt cl bal enq","NONE"

"ENG_QUERY_5026"," hw2 gt cl balns nqry","NONE"

"ENG_QUERY_5027"," 2 gt cal balance inquiry","NONE"

"ENG_QUERY_5028"," gprs service activ8d","NONE"

"ENG_QUERY_5029"," 2 actv8 gprs","NONE"

"ENG_QUERY_5030"," gprs actv8d","NONE"

"ENG_QUERY_5031"," gprs seting mobile ph","NONE"

"ENG_QUERY_5032"," shl st persn cmp laptp 2 gprs 2 cnt net","NONE"

"ENG_QUERY_5033"," pc setting 4 using gprs cnnct 2 internet","NONE"

"ENG_QUERY_5034"," pc setting 4 uzng gprs 2 cnnct net","NONE"

"ENG_QUERY_5035"," pc setng 4 uzng gprs 2 cnct 2 inrnet","NONE"

"ENG_QUERY_5036"," laptop setting 4 using gprs 2 cnct 2 internet","NONE"

"ENG_QUERY_5037"," w@ monthly chrges 4 gprs","NONE"

"ENG_QUERY_5038"," monthly chargs 4 gprs","NONE"

"ENG_QUERY_5039"," monthly chargs gprs","NONE"

"ENG_QUERY_5040"," mnthly chrgs gprs","NONE"

"ENG_QUERY_5041"," mntly chargs 4 gprs","NONE"

"ENG_QUERY_5042"," mntly chargs gprs","NONE"

"ENG_QUERY_5043"," 2 blk mbl numbr","NONE"

"ENG_QUERY_5044"," 2 blk mob nmbr","NONE"

"ENG_QUERY_5045"," blok mob","NONE"

"ENG_QUERY_5046"," 2 gt duplicate sim","NONE"

"ENG_QUERY_5047"," gt dup sim","NONE"

"ENG_QUERY_5048"," gt dup sim","NONE"

"ENG_QUERY_5049"," gt duplic8 sim","NONE"

"ENG_QUERY_5050"," gt duplc8 sim","NONE"

"ENG_QUERY_5051"," 2 stp promo offer calls sms","NONE"

"ENG_QUERY_5052"," 2 stp promo offer cals sms","NONE"

"ENG_QUERY_5053"," 2 stp promotional ofr clls sms","NONE"

"ENG_QUERY_5054"," 2 stp promotional offr clls sms","NONE"

"ENG_QUERY_5055"," hw2 stp promo offer clls sms","NONE"

"ENG_QUERY_5056"," airtel ppd ofrs","NONE"

"ENG_QUERY_5057"," on9 ppd mbl rechrg","NONE"

"ENG_QUERY_5058"," onlin ppd mob recharg","NONE"

"ENG_QUERY_5059"," onlyn ppd mb rchrg","NONE"

"ENG_QUERY_5060"," gud plc 2 buy 10s strng on9","NONE"

"ENG_QUERY_5061"," 2 ht ovrhd sht 10s","NONE"

"ENG_QUERY_5062"," whr 2 fnd sommr tenis cmp","NONE"

"ENG_QUERY_5063"," whr 2 wtch wimbldn on9","NONE"

"ENG_QUERY_5064"," 2 retrn fst srv","NONE"

"ENG_QUERY_5065"," whr 2 dload frnch finale","NONE"

"ENG_QUERY_5066"," whr 2 gt fre tenis trng","NONE"

"ENG_QUERY_5067"," whu top 5 male tenis playrs od al time","NONE"

"ENG_QUERY_5068"," hw2 wtch fnch opn on9","NONE"

"ENG_QUERY_5069"," whr 2 gt chip wmbldn tkt","NONE"

"ENG_QUERY_5070"," hwz 10s wrld rnk clcul8","NONE"

"ENG_QUERY_5071"," brnd aprl andy rddk","NONE"

"ENG_QUERY_5072"," bst strng 2 max cntrl","NONE"

"ENG_QUERY_5073"," 2 hit 4hand slce","NONE"

"ENG_QUERY_5074"," hu consdr bst tenis plyr al tym","NONE"

"ENG_QUERY_5075"," ar pmp 4 rcing byke","NONE"

"ENG_QUERY_5076"," bst begnnr rd cykle","NONE"

"ENG_QUERY_5077"," cst 2 rplc cykl cbl","NONE"

"ENG_QUERY_5078"," 2 buy gd mntn byk","NONE"

"ENG_QUERY_5079"," whtz bst bik trlr dere","NONE"

"ENG_QUERY_5080"," whr 2 buy clssc crusr bykes la","NONE"

"ENG_QUERY_5081"," whr 2 gt byke chngng manual","NONE"

"ENG_QUERY_5082"," gud tshrt cptn 4 bykng cmmnti","NONE"

"ENG_QUERY_5083"," typ ar pmp reqd 4 rcng bike","NONE"

"ENG_QUERY_5084"," whr 2 gt cul gazets 4 byke","NONE"

"ENG_QUERY_5085"," ok 2 wash mntn byke disk braks wid hnd sop","NONE"

"ENG_QUERY_5086"," hw2 fx byk brks","NONE"

"ENG_QUERY_5087"," hw2 rechrg laptp whl ridng byke","NONE"

"ENG_QUERY_5088"," lukng 4 prt 4 suspnsn frk","NONE"

"ENG_QUERY_5089"," gud rd byks 4 excercising","NONE"

"ENG_QUERY_5090"," bst brand 4 crusr byk","NONE"

"ENG_QUERY_5091"," whr 2 byckl lck","NONE"

"ENG_QUERY_5092"," fndng gud wrkout pln 4 runers","NONE"

"ENG_QUERY_5093"," whr2 blnks trek spyks","NONE"

"ENG_QUERY_5094"," wrld rcrd tym 4 rnng 1 myl","NONE"

"ENG_QUERY_5095"," trn4 vrtcl marthon","NONE"

"ENG_QUERY_5096"," whatz bst 2 incrse running spd","NONE"

"ENG_QUERY_5097"," dus any1 hv marthon trng advce","NONE"

"ENG_QUERY_5098"," rght wayz 2 strt rung progrm","NONE"

"ENG_QUERY_5099"," wtng tym btwn etng rng","NONE"

"ENG_QUERY_5100"," whr ronng grps 4 amatars","NONE"

"ENG_QUERY_5101"," bst on9 rut planr 4 runing","NONE"

"ENG_QUERY_5102"," whatz bst sprnt intrwl 2 brn fat","NONE"

"ENG_QUERY_5103"," whr 2 lrn 2 jog","NONE"

"ENG_QUERY_5104"," whtz cost gud tradmil","NONE"

"ENG_QUERY_5105"," whtz ideal tym day 2 run","NONE"

"ENG_QUERY_5106"," gud 2 warmup b4 runing","NONE"

"ENG_QUERY_5107"," whtz fstst myl tym rcrd","NONE"

"ENG_QUERY_5108"," advntg hang tecnik lng jmp","NONE"

"ENG_QUERY_5109"," bst shus 4 rnng trdmil","NONE"

"ENG_QUERY_5110"," whuz wrld bst tbl tenis plyr","NONE"

"ENG_QUERY_5111"," nam >- hu hs 1 max gr@ slams","NONE"

"ENG_QUERY_5112"," watz fastst blad w/o carbn ti al","NONE"

"ENG_QUERY_5113"," watz prestrng 10s raquets","NONE"

"ENG_QUERY_5114"," hws 10s ball md","NONE"

"ENG_QUERY_5115"," mne claycort titles hs federer 1","NONE"

"ENG_QUERY_5116"," watz diff btw midsize mid+ rqts","NONE"

"ENG_QUERY_5117"," prps warin wrstb","NONE"

"ENG_QUERY_5118"," whu md 1st titanium 10s racqt","NONE"

"ENG_QUERY_5119"," lindsey davenport strtn playn tenis","NONE"

"ENG_QUERY_5120"," 1st rus playa 2 hv gr@ slam vctry","NONE"

"ENG_QUERY_5121"," w@ brs 10s balz uz tourneys","NONE"

"ENG_QUERY_5122"," watz gud 10s wrkout rtne","NONE"

"ENG_QUERY_5123"," w@ wz a1 10s match dis yr","NONE"

"ENG_QUERY_5124"," whr2 gt drml8 sat 4my 10s rkt","NONE"

"ENG_QUERY_5125"," who's 2nd bst playa grass bhnd federer","NONE"

"ENG_QUERY_5126"," fre instructional 10s vids","NONE"

"ENG_QUERY_5127"," country 10s originate frm","NONE"

"ENG_QUERY_5128"," heat cauz 10s racket strings 2 break","NONE"

"ENG_QUERY_5129"," whr ic gms rolnd garos www","NONE"

"ENG_QUERY_5130"," watz proper tire inflation 4 adlt mntn bke","NONE"

"ENG_QUERY_5131"," whr2 gt nu styrr tube 4ma 4k","NONE"

"ENG_QUERY_5132"," mke bmx lytr","NONE"

"ENG_QUERY_5133"," whr2 gt trkn devys 4my mountn bke","NONE"

"ENG_QUERY_5134"," watz comfy bke seat","NONE"

"ENG_QUERY_5135"," wt cpact 4 frestyl byk","NONE"

"ENG_QUERY_5136"," h2 mke pdl bke fstr","NONE"

"ENG_QUERY_5137"," whr fnd cart kit","NONE"

"ENG_QUERY_5138"," h2 instl bke brk cbl","NONE"

"ENG_QUERY_5139"," wch cmpni mks bst mntn byk","NONE"

"ENG_QUERY_5140"," w@ shrt byk cld","NONE"

"ENG_QUERY_5141"," watz a1 w3 4 bke accessories","NONE"

"ENG_QUERY_5142"," whr d/l font trek bikes","NONE"

"ENG_QUERY_5143"," lng 2r de france","NONE"

"ENG_QUERY_5144"," der satellite radio avaiable 4 biking users mve","NONE"

"ENG_QUERY_5145"," whr2 gt flshlyt datz pwrd bicycl","NONE"

"ENG_QUERY_5146"," whr gd qb bicycls md","NONE"

"ENG_QUERY_5147"," who's a1 distanc runna ll tym","NONE"

"ENG_QUERY_5148"," gud runn shoz 4 hi arch","NONE"

"ENG_QUERY_5149"," hw2 gt bk shape fst 4 rng","NONE"

"ENG_QUERY_5150"," waz a1 breathn tekniq","NONE"

"ENG_QUERY_5151"," h2 zug 4 upright marathon","NONE"

"ENG_QUERY_5152"," whch w3 cud fnd rng fct","NONE"

"ENG_QUERY_5153"," a1 shoz 2 buy 4 jogger hlp","NONE"

"ENG_QUERY_5154"," bst rng shus 4 sprnt","NONE"

"ENG_QUERY_5155"," brethn tekniks 4 crs cntry rns","NONE"

"ENG_QUERY_5156"," wayz imprvng spd stmyna","NONE"

"ENG_QUERY_5157"," dlng wid heat yl rng","NONE"

"ENG_QUERY_5158"," hw2 stp hrtn ma hip yl rnng","NONE"

"ENG_QUERY_5159"," lengthen stride","NONE"

"ENG_QUERY_5160"," bst strng 2 max cntrl","NONE"

"ENG_QUERY_5161"," 2 strk 4hand slce","NONE"

"ENG_QUERY_5162"," hu regrd bst tenis plyr al tym","NONE"

"ENG_QUERY_5163"," hu view bst tenis plyr al tym","NONE"

"ENG_QUERY_5164"," whtz bst novc rd bcycl","NONE"

"ENG_QUERY_5165"," cst 2 renw cykl cbl","NONE"

"ENG_QUERY_5166"," 2 prchs gd mntn byk","NONE"

"ENG_QUERY_5167"," hw2 repr byk brks","NONE"

"ENG_QUERY_5168"," bst marq 4 crusr byk","NONE"

"ENG_QUERY_5169"," gud rd byks 4 wrkout","NONE"

"ENG_QUERY_5170"," whatz bst 2 gain rng spd","NONE"

"ENG_QUERY_5171"," prce rplcng cykl cbl","NONE"

"ENG_QUERY_5172"," whtz qkst myl tym rcrd","NONE"

"ENG_QUERY_5173"," uz warin wrstb","NONE"

"ENG_QUERY_5174"," fre eductnl 10s vdo","NONE"

"ENG_QUERY_5175"," frm wch ntion 10s strtd","NONE"

"ENG_QUERY_5176"," heat indus 10s racket strings 2 break","NONE"

"ENG_QUERY_5177"," watz prpr tire expnsn 4 adlt mntn bke","NONE"

"ENG_QUERY_5178"," hw2 countr quik srv","NONE"

"ENG_QUERY_5179"," whr2 gt bik prts chngng","NONE"

"ENG_QUERY_5180"," whr 2 gt cul gizmos 4 byke","NONE"

"ENG_7001"," whn ws rajya sabha frmd?","NONE"

"ENG_7002"," whn 1st meetng rajya sabha hld?","NONE"

"ENG_7003"," whn ws th concl stts renmd 2 rjya sabh?","NONE"

"ENG_7004"," ws 1st charmn rjy sba?","NONE"

"ENG_7005"," wo ws th 1 dpt chrmn rjya sbha?","NONE"

"ENG_7006"," th max strngth rjya sbha?","NONE"

"ENG_7007"," actl strngth rjy saba?","NONE"

"ENG_7008"," mny mmbrs evry stt ave rajya sabha?","NONE"

"ENG_7009"," mny mmbers chsn frm unin tritoris?","NONE"

"ENG_7010"," rajya sbha kaled prmnnt bdy?","NONE"

"ENG_7011"," trm mmbr rajya sabha?","NONE"

"ENG_7012"," qrm 2 cnsttute meetng rjy sbha?","NONE"

"ENG_7013"," whch prty wd max mmbrs house?","NONE"

"ENG_7014"," acts chairman rajya sabha?","NONE"

"ENG_7015"," vce presdnt ind elctd?","NONE"

"ENG_7016"," wt th trm offc vce-prsdnt ind?","NONE"

"ENG_7017"," crrntly chrmn rjya sbha?","NONE"

"ENG_7018"," dpty chrmn elcted?","NONE"

"ENG_7019"," rspnsblts dpty chrmn?","NONE"

"ENG_7020"," dpty chrm rite nw raj sabh?","NONE"

"ENG_7021"," tks ovr prcdng rajya sabha whn bth chairman nd deputy chairman nt prsnt?","NONE"

"ENG_7022"," crrntly whu ldr th hse?","NONE"

"ENG_7023"," rspnsblts th leader hse?","NONE"

"ENG_7024"," leader oppstn rite nw?","NONE"

"ENG_7025"," scrtry gnrl rajya sabha fr nw?","NONE"

"ENG_7026"," th scrtry gnrl appntd?","NONE"

"ENG_7027"," hte rle secratary genarel?","NONE"

"ENG_7028"," ar mmbrs raj saba elctd?","NONE"

"ENG_7029"," req 2 bcome raj saba mber?","NONE"

"ENG_7030"," shud membr brn frum skate frm whr hes elct 2 raj saba?","NONE"

"ENG_7031"," raj saba nominated membrs?","NONE"

"ENG_7032"," du nomanated mambr vote 4 prsdent vice presdnt elction?","NONE"

"ENG_7033"," frst nominated woman candidate raj saba?","NONE"

"ENG_7034"," nmnated membr rite nw raj sab?","NONE"

"ENG_7035"," comon peple thr btw raj saba nd concil minit?rs","NONE"

"ENG_7036"," lok saba prtcpate raj saba evnts?","NONE"

"ENG_7037"," %tge woman mmbr lok saba 4 nw?","NONE"

"ENG_7038"," whos youngst mmbr rahj saba?","NONE"

"ENG_7039"," eldst raj sbh membr?","NONE"

"ENG_7040"," serving membr raj saba?","NONE"

