@relation FAQ
@attribute id string
@attribute text string
@attribute class {'AGRICULTURE','CAREER','GK','HEALTH','INSURANCE','INDIAN','SPORTS','TELECOMMUNICATION','TOURISM','BANK','LOAN','INTERNAL','PERSONALITY','RECIPES','VISA','WEB'}

@data
"ENG_CAREER_804"," AM PRSN B MTR KMRJ UNFR RKLR KRS SPSL FNNS AKKN FNNS KRS B ","CAREER"
"ENG_CAREER_805"," PLS TL KRS BKM BNKN SKTR JB KMPL KRS ","CAREER"
"ENG_CAREER_806"," AM  RS OLTN TRKT RFN INTL TKS ASST AM MSK M0S FTR PRSP KRSP TKR FRNS SNS NL JTPR M ","CAREER"
"ENG_CAREER_807"," I AM MB FNNS KRTT INTN PT KPTL MRKT FTRS OPXN KNTL NMS INST INT PTPR TM TM ALS SKST NM UNFR ABRT OFRN PT KPTL MRKT AR RKRT AJNS RKKN KFRN INT ESPX KRL HLPS STTN ATMS UNFR ABRT ","CAREER"
"ENG_CAREER_808"," SR MB MJR MRKT MNR FNNS  SR MN0S EKSP TFK BNK LTT  PLS TL STBL JBS FRS SKTR BSNS 0NKN OBLJ ","CAREER"
"ENG_CAREER_809"," KNTL INFR KF IKF SKP ","CAREER"
"ENG_CAREER_810"," AM MKM BNK PRBX OFSR STT PRFR ","CAREER"
"ENG_CAREER_811"," SR INKM TKS OFSR SLKX PRST APLK FRMS  ","CAREER"
"ENG_CAREER_812"," I KRR PRSP ERP BNKN FNNS PRFS KR PRTN JTNK FLT ERP INFR SP ORKL ERP ","CAREER"
"ENG_CAREER_813"," PLS TL KF PRKR TTL SKP  I AM KRNT BKM FNL 0NKS ","CAREER"
"ENG_CAREER_814"," I MKM BSNS EKNM I JN FRKS TPRT PLS TL JNT ","CAREER"
"ENG_CAREER_815"," HL SR I AM KRTT I KRR XR MRKT I TRMN OPRT BRKR NXNL STK EKSX S SKST T ","CAREER"
"ENG_CAREER_816"," SR W0 T RSPK JB AK FLT IF BKM ATXN AM TNK LLB PRKT TKSX I FLNK FRM   KFT PFT SKTR MRKT EKSP  AKTM BKKR AM FMLT KP EFKT BT SKR  EKSM F0R RTR RS XLT SR KMPT SR PLS RPL ERNN KRR ","CAREER"
"ENG_CAREER_817"," I KRS STK MRKT I KMPL B SK I KLJS OFRS KRSS STK MRKT ","CAREER"
"ENG_CAREER_818"," H I JN KRR FNNX INST  BNKS INSR KMPN PRFT PBLK NRT FL ","CAREER"
"ENG_CAREER_819"," I BKM HNS XRT TRM SRTF PRKR INTN TKSX INKL  INKM TKS EKSS TTS HX PRS ","CAREER"
"ENG_CAREER_820"," ENTR BNKN SRFS BKM KRTT SRT EKSM LK WRBH BNRJ ","CAREER"
"ENG_CAREER_821"," PST KRTX EKNM SPXL INTR TRT  PBLK FNNS ASXT NK MKR FNS PRJK ASST SLF HLP KRP PRS KRR KRPR WRLT ITL SKXN BSNS WRLT ","CAREER"
"ENG_CAREER_822"," SR AM RKLR RTR RJKR SMXR AM STTY 0 KMSR OPXN IKW KSHX PRS BKM FTR ","CAREER"
"ENG_CAREER_823"," H IM KRTT PKTB KRTT TPLM BNKN OPRX IFBT JNT FNTR NT ISS ","CAREER"
"ENG_CAREER_824"," KMPL PST KRTT PRKR BSNS MNJM AKT AFLT INST SPXL FNNS MRKT TM  PRS KRS BNKN FNNS TSTN LRNN SPRT MB KRRP MNJM INST INST PRS KRS TSTN LRNN MTR ","CAREER"
"ENG_CAREER_825"," TR SR I AM STTN BKM PS FNL YR I AM TNK JB   I PRTK KRSS KN TL NM INST AKS FLT ONL ","CAREER"
"ENG_CAREER_826"," AM BKMH KRTT  RS EKSP TSTN LRNN MSFN KRS OFRT IKFH FRTF KRS KRR ATFN ","CAREER"
"ENG_CAREER_827"," KRS FRKS MNJM BNFT KRSK HLP FNTN PKJK AM ISS BNK OPRX EKSK PLSH KT INST TLH PRFT KRSP KRSP ","CAREER"
"ENG_CAREER_828"," I AM BKMH KRTT  RS EKSP TSTN LRNN MSFN KRS OFRT IKFH FRTF KRS KRR ATFN ","CAREER"
"ENG_CAREER_829"," KRS FRKS MNJM BNFT KRSK HLP FNTN PKJK AM ISS BNK OPRX EKSK PLSH KT INST TLH PRFT KRSP KRSP ","CAREER"
"ENG_CAREER_830"," WT ELJB KRTR TKS ASST P SKL ","CAREER"
"ENG_CAREER_831"," SR KMPL BKM N STK ANLS PLS SKSN ","CAREER"
"ENG_CAREER_832"," I KMPL MB MRKT FNNS SPXL N IKW EKSP PPRS EKSM STTT MB ","CAREER"
"ENG_CAREER_833"," TR SRMT I KMPL MSTR TKR APLT JSKS R KRS PRSN IM PRSN FT FLT KSR LB TRBT HP SNTS PST I RPTT MB TKR TSTN KMBN  H HLP BLT RSRX FTRF MB ","CAREER"
"ENG_CAREER_834"," SR KLFT NKFM TPST MTLS NSTL NRM TP EMPL SRTF PRSN BRNX BT RL PRKT S N AM JTNK RLFN KLRF I 0NKS RKRT ","CAREER"
"ENG_CAREER_835"," TR SR IM INTS PRTK ENJN KRTT PST JL  FT KRNT N IM FLT MTRL MNJM PLS SKST JBS I APL FTR I TNT URXS FLT MTRL MNJM TPRT IM 0NKN PKTB SMBS TSTN LRNN PN PLS SKST I KRR ","CAREER"
"ENG_CAREER_836"," SR KMPL BKMH YR XRT TRM KRSS FNNS TLH PLS HLP ","CAREER"
"ENG_CAREER_837"," JNN MSFN PRKR IKF UNFR KMPL BKMR SMLR KRSS PRS ","CAREER"
"ENG_CAREER_838"," I AM SRXN JB BNKS KFJB RLTT KRR I KMPL BKS  EKSP RTS INTS LTT KMBT ASXT APRJ KRPR SRFS KMBT PRSN EKSK TL TT AM PRSN PKTP IR ","CAREER"
"ENG_CAREER_839"," WT JB OPRN KFS  FRM IKFN INT INTR MRKT IF MB KMPL KF OPRN KF MB KMBN BST FRM ABHX S0R BKM KRTT MSNF ","CAREER"
"ENG_CAREER_840"," I AM K I RKKN KRS ENTR XR MRKT ","CAREER"
"ENG_CAREER_841"," I AM EKNM KRTT I MSTR BSNS EKNM MJR INST IS MB WR0 PKH JB OPRT IS MB MB PLS ANSW KSXN SN I TSXN SN ","CAREER"
"ENG_CAREER_842"," I AM TNK KF PRKR IKF TRBT FLTT OFRT IKF KMPR OFRT KF INST US RSNT UR IS JB FKNS KNR BNK NTFT RKRT KF S KF FLT INT ","CAREER"
"ENG_CAREER_844"," H I AM MSK FT TXNL KRTT SPXL FT KLT FT SFT FRNS I AM FRXR I INTR EKSP INT FRNS WR I STRT KRR INT H JB OPRT FRXR PLS KT M ","CAREER"
"ENG_CAREER_845"," H I KMPL PK MTKL SFTW PLN FT HSPT MNJM UNFR OFRS KRS ","CAREER"
"ENG_CAREER_846"," PLST INTT PRFT XRT TRM SRTF KRSS FSKL TRNR TTTN MB HSPT MNJM ","CAREER"
"ENG_CAREER_847"," I AM HSPT PRFS KRNT RPTT XN LKSR HTLS I  BXLR TKR HTL MNJM I KMPL SK EKSM MK FK MNMM KMPT FKXN KRS BKR KNFK TSNT KFT INT I EFNT PLN MB MSTR TRSM HSPT I WX MNST TRSM INT WT APRX B ","CAREER"
"ENG_CAREER_848"," INST TNK MB HTL MNJM ","CAREER"
"ENG_CAREER_849"," H AM SRX I MSK SPXL FT SNS NTRX  N FT SBJK KLF NTSL NT TTLS PRST NTFK RLS PLS HLP RKRT IS ","CAREER"
"ENG_CAREER_850"," SR I KRS MH INST TLH  KNTL ML INST ","CAREER"
"ENG_CAREER_851"," WT KRR OPXN KMPL FT TXNL KRS OFRT UNFR TLH ","CAREER"
"ENG_CAREER_852"," I AM PST KRTT STTN FT TXNL I AM TNK FT FLXP PRKR FT AKRB MNJM KN PLS SKST NMS INST PRFT INT ABRT ","CAREER"
"ENG_CAREER_853"," KMPL MFL ENTM PRS FT AKRK BTXN SKLR TTL INST INTN JB OPRT SLJ INT ","CAREER"
"ENG_CAREER_854"," TRSR KFRM EMPL HL0 TPRT PST OF0L ASST KRS KN HSPT MNKM KRSP SKST PLS TTLS TSTN LRNN PRKR HSPT MNJM ","CAREER"
"ENG_CAREER_855"," SR I AM ALK K MKHR I PST MT  FTR AKTM SKTR SBJK TMFL KRSS TRSM TRFL HSPT MNJM INST INTP INFR NM INST UNFR MFL SBJK 0NK ","CAREER"
"ENG_CAREER_856"," INST PRFT TPLM HL0 ORS ","CAREER"
"ENG_CAREER_857"," I AM MSK SLJ  SPXL FT NTRX TLH PLS NM INST ","CAREER"
"ENG_CAREER_858"," SKP IN MB IN HSPT ATMN IN NR FTR ","CAREER"
"ENG_CAREER_859"," I AM KRTT TRSM IKN  APL H ERN STRT ON TRFL BSNS TRKT ","CAREER"
"ENG_CAREER_860"," TR SR KRTX MSTR TRSM IKN  AM  R BT AM MNFK KMPN TNT RLXN TRSM INTS SKST STRT KRR TRSM ONWR ","CAREER"
"ENG_CAREER_861"," SR I AM FXL KMR UK I PST 0 KMRS FMLS EKNM KNTX KPT  TNK B PS NT YR FTR HTL INTS T ","CAREER"
"ENG_CAREER_862"," TRSM MNJM SKP ","CAREER"
"ENG_CAREER_863"," TR SR I MSTR TRSM MNJM TR BRNF AKR  JB EKSP TRFL TRSM I JN ETKX FLT I JN PT MFL KRS KNTL ATFS H JN PRKR UNFR RNNK PRKR PLS ATFS ","CAREER"
"ENG_CAREER_864"," I BSK SLJB XMST SBJK AFTR 0T AM PRSN PST KRTT TPLM HL0 FML WLFR PPLX ETKX 0SHT FR XLT MSTR PBLK HL0 IF YSTL NMS INST OFRN 0SNT NT PLS SKST ELS ","CAREER"
"ENG_CAREER_865"," H I KMPL HTL MNJM INST HTL MNJM FRM IM PTN WNTS PRST KTRN MNJR RLWS KT 0NKS ","CAREER"
"ENG_CAREER_866"," H I AM MRS RXN PNT KRTX KMPL HM SNS MRKS OBTN   KN ATFS SPST STP ","CAREER"
"ENG_CAREER_867"," I KMPL PK TPLM I TRFL ANT TRSM FRM ANML UNFR T I WNT T EKSS IN 0S FLT 0R O0R KRSS PLS TL M ABT O0R TSTN LRNN UNFR ANT 0R KRS  I WNT T N ONKN ANT FTR JB PRSP IN 0S FLT ","CAREER"
"ENG_CAREER_868"," TR SRMT M BR0R WTNK 0 RSLT H HTL MNJM PLT PRFS KNT AFRT F I KFT INST KRL PRFT KRSS ANT ST KNSS BST KMNT WTNK RPL ","CAREER"
"ENG_CAREER_869"," SRMM IM TNK BXBT IKN KWHT UKK NTRN RKKP ARLN NHSP INTP TL INST FL AT ","CAREER"
"ENG_CAREER_870"," I PST BSK EKSM BTXN MJR SBJK I KLJS OFRN MB FRM MB HSPT MNJM INT ","CAREER"
"ENG_CAREER_871"," I AM TNK MBS I I KNT TST N KRR S TNK PK TNK MB HSPT MNJM INFR HSPT MNJM ","CAREER"
"ENG_CAREER_872"," IS KRS MTKL TRSM ","CAREER"
"ENG_CAREER_873"," KN PLS TL INST I PK TKR TRSM KRSP ","CAREER"
"ENG_CAREER_874"," I KRS MTKL TRSM ","CAREER"
"ENG_CAREER_875"," XF WL PLS PRFT TTLS RPTT INST PNJB I JN KKNK KRS ONL I RKST PLS PRFT ATRS F XRJS ALS ","CAREER"
"ENG_CAREER_876"," SR I AM A BSK NSK RT R STTN KRL TFRM HLTR ABT MB HSP ATMN ATMX JB OPRT TM PRKR INT TSTN FSLT  TSTN ETKX FSLT FRMS BXLR PRKM  O0R PK PKM I NSK FLT MTKL  RLTT KRSS ","CAREER"
"ENG_CAREER_877"," BMSN MB HSPT MNJM PLS TL ATMS INST SBJK PRPR ATMS RPL SN PSBL ","CAREER"
"ENG_CAREER_878"," TR SR IM MSTR NTRX NT TSTN LRNN KRS HSPT ATMN INST APL KRS ","CAREER"
"ENG_CAREER_879"," H I JT KTNK LSNS EKSM HLT KTNK TRSM SKTR ","CAREER"
"ENG_CAREER_880"," KN I ATMX TKR TRFL TRSM TLH INST ","CAREER"
"ENG_CAREER_881"," T KRR OPXN HSPT PRFS FR INST I AM YR BM HTL MNJM KRTT  EKSP HSPT FLT ","CAREER"
"ENG_CAREER_882"," HL SR I AM STTN BKSS F NLNT BHR ANT I ATMS MK AKT AFLT KLJN TLHB ETK HLP SR H ATMS KLJN LKXN WN MK ENTR EKSM HLTS IF ORKN PRFT SLF ENTR MNXN LST ORKN 0NK SR ","CAREER"
"ENG_CAREER_883"," H 0S PNKJ UTRK MK TT BR0 NT JN  OBTN MRKS BSKK MK YS PLS ATFS INST NM F STRK ","CAREER"
"ENG_CAREER_884"," MK UNFR I SNTR ATRS MMB ","CAREER"
"ENG_CAREER_885"," I WNTT T T MK  PLS TL M SM KFRN INST WX TX 0S KRS ","CAREER"
"ENG_CAREER_886"," I AM MK KRTT  MN0S EKSP IT FLT FT KFRN ORKN INST HLP M ","CAREER"
"ENG_CAREER_887"," H I ATMS MK KFRN KLJ FNX BKKR ","CAREER"
"ENG_CAREER_888"," SR I KMPL MK WX PRS MTX KMPT SNS TSTN MT KLT PLS SKST UNFR PRFT KRS TSTN MT  ","CAREER"
"ENG_CAREER_889"," AM TNK MK  SM0N AM TNK SSTM ENJR PLS TL INST AM ","CAREER"
"ENG_CAREER_890"," I HF KMPL MSKK SNSN I WNT T T PT IN KMPT SNS B TSTN ETKX PLS TL M 0 UNFR 0T OFR FT B TSTN ETKX ANT ALS F STRK ","CAREER"
"ENG_CAREER_891"," SRMT I WNT T N ABT BK PRKR ANT WX UNFR PRFT 0S KRSS ANT AL KRSS FS B0 RKLR ANT 0R TSTN ETKX ","CAREER"
"ENG_CAREER_892"," TR SR KMPL  TNK B BK INTT XF IN FRNS ","CAREER"
"ENG_CAREER_893"," SR BK 0 SM STTN KMPT KRR M0MT IS KRR M0S BK BXLR TKRH P0S XS M0S KRR AS AM M0MT I AMNT MSK M0MT SKP TNK IT PLS KT ","CAREER"
"ENG_CAREER_894"," RSPK SRMM I KNFR KRS EKFL BSKN STRM ","CAREER"
"ENG_CAREER_895"," I KMPL  SNS FSKS KMST BLJ I KRTT KRS TXNK KRS BK TSTN MT WX INST UNFR OFR KRSS NR ORS PLS KT ","CAREER"
"ENG_CAREER_896"," HP TWL SR AM B KM KRTT IKN OPT MK KMPT TKRK PLS KT INST ONLN KRS ","CAREER"
"ENG_CAREER_897"," SR PLS TL I MK M0  I BK P UNF AFLB N WT TFRN B S  KMPT SNS BK WX KRSS I SLKT ","CAREER"
"ENG_CAREER_898"," TR SRMT IM PRSN BSK RT PKM I WNT STT MK 0T IM JTNK INFR JNT ENTR EKSM LFLS ONL IS JNT ENTR EKSM ATMS MK HLT NXNL JST A BTX B ","CAREER"
"ENG_CAREER_899"," RSPK SR RT AM TNK  LFL TKK I KLRT 0 KMRS  AS  LFL EKFL PKTK I AFTR KMPL  LFL KLF JTNK ATMS MK MSKT UNFR BXLR TKR AS TNT ATMS BK BSKT ITS URJN IT PLS RPL SN KN HLP OT ","CAREER"
"ENG_CAREER_900"," SR APRT 0 KMRS BRT EKSM INTR KMPT FLTS SM INFR LS BSKT STLN TMNT OPT BSKT TKK MK KMBN HLP BRT KRR ORNT KT FLBL INFR SN PSBL ","CAREER"
"ENG_CAREER_901"," I AM ST BXLR TKR ARTS I AM SFTW FLT KRNT I AM TNK BK KRS IKN AFTR KMPL B I OPT MK KRS RKKN UNFR ","CAREER"
"ENG_CAREER_902"," RS TPLM ELKS KM AM RPTT MNK PST  RS AT KLFK  TRT TNK AM ES S OPXN LK PRT PRSN ENK ","CAREER"
"ENG_CAREER_903"," I KMPL MK   I AM M TX KMPT I AM FKLT MK KN I ATMS SPNS WX KLJS PN UNFR OFR KRS ","CAREER"
"ENG_CAREER_904"," I KMPL MK MT UNFR RTK PRS FT IT KRSP SKST NM UNFR OFRN FT KRS ","CAREER"
"ENG_CAREER_905"," SR PST BSKK INTR MKPL ATFS M ","CAREER"
"ENG_CAREER_906"," TL AFLX FL IKF UNFR S MK FLKS MT W0R APRF AKT NT ","CAREER"
"ENG_CAREER_907"," AM BSKF BT KRNT TXNK SKL I TX KLJ TSTT MK TSTN ETKX TX KLJ BSKT KMPL KRS NTST SMPR  YRS OR MSK M0MT TX JNR KLJ SBJK FBSK WRFX MNS FNX FST MSK I YR I AM KNFS TWPL HLP TST OPT STBL KRS ","CAREER"
"ENG_CAREER_908"," I AM TNK MK IP UNFR TLH SKP ","CAREER"
"ENG_CAREER_909"," B LFL KLFR KRTX TKK ELJB UKKF NT B TXS 0NKN ANTS ","CAREER"
"ENG_CAREER_910"," I AM BNK KLRK TNK MB TSTN ETKX MTWL PLS INFR KRSS TSTN ETKX MT HLP KRR ","CAREER"
"ENG_CAREER_911"," HL SRMT FTR ASPK RKRT FRXR NL L KRTT LKL FLT ESPX RSPK KFT JBS ","CAREER"
"ENG_CAREER_912"," HL NM BHPN UTPR AM BKM L KRTT PRSN PKTB R MJR TL KRR OPXN FLT L KRPR FLT ","CAREER"
"ENG_CAREER_913"," RSPK SRMT I AM BKM STNK KRS N AM PRSN ATFK FRM STN TPST ATMS LLB PLS SJST LLB FTR OFRT PT SLR KFT PBLK SKTR ","CAREER"
"ENG_CAREER_914"," STT LB PLS TL LM MSTR TKR MSTR KRMN ETK PLS TL KLJ OPT KRS KRSP ","CAREER"
"ENG_CAREER_915"," HL SRMT AM PST KRTT BTXN TM AM TNK PRFT JB ENT B LLB TSTN LRNN PRKR PLS TTLS INST INT KRS KNTK ATMX TM ","CAREER"
"ENG_CAREER_916"," I KMPL B KMN  L BN  BHKL UNFR I AM PRKT KRMN L I LM TSTN ETKX PLS SJST I FN LM TSTN KRS ","CAREER"
"ENG_CAREER_917"," TR SR PRSN STTY SPXL LB I PRKT SRTF BR KNSL KJRT STT ","CAREER"
"ENG_CAREER_918"," I LB KRSP PLS NM UNFR ","CAREER"
"ENG_CAREER_919"," PKTM AM TNK KSKS I AMNT L KSS PRKT KRT ATFS KS NM INST AM TSTN MT ET ","CAREER"
"ENG_CAREER_920"," SR I LM SBR L IPR TRTN UNFR I FT L KN PLS HLP KTNK UNFR STNK TSTN ETKX M0T ","CAREER"
"ENG_CAREER_921"," RSR I AM BKM L KRTT AM TNK TPLM LBR L FRM RJS0 UNFS JPR PLS SJST TLL KRS FTR OFRT PT SLR KFT PBLK SKTR ","CAREER"
"ENG_CAREER_922"," AM TNK MB FNNS BSNS RLTT L TTLS UNFS PRS L USFL TNK L PLS SKST ","CAREER"
"ENG_CAREER_923"," I AM STTY LB ST I MNJM KRS PKTP HMN RTS PTNT L KRS IT USFL KRR AN L KRR KRS 0R ","CAREER"
"ENG_CAREER_924"," SR I AM TNK B LB ANT I ALS WNTT T TPLM IN INTL PRPR RTS PLS TL M FRM WR I KN T 0S TPLM  WX IS 0 BST KLJ T PRFT TPLM  ","CAREER"
"ENG_CAREER_925"," KRTR PBLK PRSK ","CAREER"
"ENG_CAREER_926"," M BR0R BKM  LB  MRT UNFR TTNT JB  LBHT JB PLS SKST XP KRSS AFRT KSTL KRS TL INST APL ","CAREER"
"ENG_CAREER_927"," AM L KRTT TNK MSTR TKR T ","CAREER"
"ENG_CAREER_928"," KMPL KRTX PLTK SNS HNS  MRKS UNFR ATMS LB ","CAREER"
"ENG_CAREER_929"," AM L KRTT PSTK TPLM SBR LHX INTN UNFR OFRS KRS KRSP KT ","CAREER"
"ENG_CAREER_930"," LLB TLH LKNK KRR OPXN ","CAREER"
"ENG_CAREER_931"," H SR KRTT WNT PRS LLB RS PLS KT TP INST INT ","CAREER"
"ENG_CAREER_932"," M NM RKX XRM FRM HRYN TST RWR I AM BKM KRTT PRSN AM TNK LB RT YR RJ JPR AFTR LB AMNT MB  PLS SKST SJKT BNFT FTR ","CAREER"
"ENG_CAREER_933"," I AM TPLM HLTR ELKT PRSN BK IKN AFTR KMPL BK I STT SBR KRM L WR I APRX 0SWL I ELJB BK STTY SBR KRM  ","CAREER"
"ENG_CAREER_934"," I AM LBFN STTN ELJB JJ ATFK JNRL WNKS TFNS RKRT RKRT NTFK  ","CAREER"
"ENG_CAREER_935"," I AM A L KRTT W0 ON ANT HLF YR PRKT UNTR A SNR ATFK N I WNT T K IN 0 SRFS SKTR SKST M WX TPLM WL BST STT ANT WL B ALWS RKRT ANT WT WL B SKP OF KMPN L TPLM TL M AN INST WX PRFT 0S TPLM IN FRTB IF NT W0R TLH UNFR PRFT S ","CAREER"
"ENG_CAREER_936"," I AM TNK RT R L TPLM INTL PRPR L RT RKKN UNFR INST OFRS KRS PLS KNTK INST UNFR ","CAREER"
"ENG_CAREER_937"," I AM STTN LLB KJRT UNFR ELJB KLS SFL KRT JJ INFR RKRT SM ","CAREER"
"ENG_CAREER_938"," I AM L KRTT MTRP MJST TLH PSBL ","CAREER"
"ENG_CAREER_939"," KN I LB KRSP ","CAREER"
"ENG_CAREER_940"," I AM SBR L KRS PLS PRFT TTL INST NM OPRT RLTT WB ST ATRS ","CAREER"
"ENG_CAREER_941"," TR SR AM LYR EKSP RKRT INTN LKL SRFS JN  ","CAREER"
"ENG_CAREER_942"," PLS TL M ABT JTXL SRFS OR PRST OF BKMN A JJ PLS WT AR OPXN IN 0 L FLT ","CAREER"
"ENG_CAREER_943"," I AM L KRTT INST PRFT KRPR L TPLM TLH INTN L INST ","CAREER"
"ENG_CAREER_944"," TR SR I KMPL BKMW   HSWF HSBN LYR I JN LB TM TSTN LRNN SPRT HSBN RKMN UNFR KJRT KLST KJRT ","CAREER"
"ENG_CAREER_945"," I L KRTT PRSN LM PLS SKST KRR I TNT LTKX ","CAREER"
"ENG_CAREER_946"," LB PK TPLM KRS INTR L INT ABRT INST HRT LNTN INTR L PLS HLP ","CAREER"
"ENG_CAREER_947"," I AM FNL STTN LB  PLS TL SKP LM FRS INST ATMS MRT ENTR ATRS KNTK ENKR B JTXR PKSJ EKSM TRKT LB LM ","CAREER"
"ENG_CAREER_948"," WT INTR ASK H FL KRR PRKR TT ","CAREER"
"ENG_GK_1"," W FRST PRM MNST PKST ","GK"
"ENG_GK_2"," TL NM ANML BLT WT ","GK"
"ENG_GK_3"," WX INTL AJNS WRLT ","GK"
"ENG_GK_4"," W FNTR ATM BMB ","GK"
"ENG_GK_5","  TNT HL ","GK"
"ENG_GK_6"," W PRM MNST BNKL ","GK"
"ENG_GK_7"," WX RFR WRLT ","GK"
"ENG_GK_8"," WX 0 HW WRLT ","GK"
"ENG_GK_9"," WT LNT HW WRLT ","GK"
"ENG_GK_10"," 0 MNTN WRLT IS ","GK"
"ENG_GK_11"," 0 KNTR AKKN NRL 0RT TTL TK PRTK WRLT IS ","GK"
"ENG_GK_12"," 0 BKST TSRT WRLT IS ","GK"
"ENG_GK_13"," 0 LRJS KF KRWN KNTR WRLT IS ","GK"
"ENG_GK_14"," 0 KNTR KNTR KPR IS ","GK"
"ENG_GK_15"," 0 NM BRTR SPRT PKST AFKN IS ","GK"
"ENG_GK_16"," 0 RFR FLK FLS S ","GK"
"ENG_GK_17"," 0 KLTS ER0 IS ","GK"
"ENG_GK_18"," 0 KNTR RNKS TRMS LNT IS ","GK"
"ENG_GK_19"," 0 LRJS ISLN MTTR S IS ","GK"
"ENG_GK_20"," 0 RFR JRTN FLS S ","GK"
"ENG_GK_21"," 0 BKST TLT WRLT IS ","GK"
"ENG_GK_22"," 0 KPTL ST STNT RFR TNB IS ","GK"
"ENG_GK_23"," 0 JPNS KL KNTR AS ","GK"
"ENG_GK_24"," 0 LNK0 ENKL XNL IS ","GK"
"ENG_GK_25"," 0 WRLT ST IS ","GK"
"ENG_GK_26"," 0 ST ST KNLS IS ","GK"
"ENG_GK_27"," 0 KNTR RFR WNKX FLS IS ","GK"
"ENG_GK_28"," 0 BKST ISLN WRLT ","GK"
"ENG_GK_29"," 0 ST BKST SNTR MNFK ATMB WRLT ","GK"
"ENG_GK_30"," 0 KNTR LRJS PRTS MNKN WRLT ","GK"
"ENG_GK_31"," 0 KNTR LRJS PRTS RBR WRLT ","GK"
"ENG_GK_32"," 0 KNTR LRJS PRTS TN WRLT ","GK"
"ENG_GK_33"," 0 RFR KRS MKSM KNTT WTR S ","GK"
"ENG_GK_34"," 0 ST KLT FRBT ST ","GK"
"ENG_GK_35"," 0 KNTR KLT LNT RSNK SN ","GK"
"ENG_GK_36"," MNT EFRS NMT ","GK"
"ENG_GK_37"," 0 FLKN FSFS LKTT ","GK"
"ENG_GK_38"," 0 KNTR SKR BL WRLT ","GK"
"ENG_GK_39"," 0 LNK0 SS KNL ","GK"
"ENG_GK_40"," 0 LWST ER0 ","GK"
"ENG_GK_41"," 0 KRKH ORJN INHB ","GK"
"ENG_GK_42"," 0 LRJS OSN WRLT ","GK"
"ENG_GK_43"," 0 LRJS BL WRLT ","GK"
"ENG_GK_44"," 0 BKST STTM WRLT ","GK"
"ENG_GK_45"," 0 WRLT LRJS TMNT PRTS KNTR ","GK"
"ENG_GK_46"," ASTR TSKF ","GK"
"ENG_GK_47"," 0 KFRN JNRL PKST ","GK"
"ENG_GK_48"," TBLN STTT M0 RFR ","GK"
"ENG_GK_49"," 0 ERLR NM N YRK ST ","GK"
"ENG_GK_50"," 0 EFL TWR BLT ","GK"
"ENG_GK_51"," 0 RT KRS FNTT ","GK"
"ENG_GK_52"," 0 KNTR PPLX TNST ","GK"
"ENG_GK_53"," 0 NXNL FLWR BRTN ","GK"
"ENG_GK_54"," NKR FLS TSKF ","GK"
"ENG_GK_55"," 0 NXNL FLWR ITL ","GK"
"ENG_GK_56"," 0 NXNL FLWR XN ","GK"
"ENG_GK_57"," 0 PRMN SKRT SRK LKTT ","GK"
"ENG_GK_58"," 0 KTW KLF IRN ","GK"
"ENG_GK_59"," 0 INTS RFLX ","GK"
"ENG_GK_60"," WRLT ENFR T OBSR ","GK"
"ENG_GK_61"," 0 RPBL PRST AMRK ","GK"
"ENG_GK_62"," 0 KNTR FMS SMB TNS ","GK"
"ENG_GK_63"," 0 NM ALKS HRS ","GK"
"ENG_GK_64"," SNKP FNTT ","GK"
"ENG_GK_65"," 0 FMS BRTX ONYT ATMR ","GK"
"ENG_GK_66"," 0 ERLR NM SR LNK ","GK"
"ENG_GK_67"," 0 UN FRMT ","GK"
"ENG_GK_68"," UN STNT ","GK"
"ENG_GK_69"," 0 INTP T S0 KR SLBR ","GK"
"ENG_GK_70"," LST JJMN PNTN ITLN PNTR NMT ","GK"
"ENG_GK_71"," PRTS RKNT RTN ","GK"
"ENG_GK_72"," 0 PRST EJPT ","GK"
"ENG_GK_73"," 0 RX NR0 PL ","GK"
"ENG_GK_74"," 0 FMS PNTN PBL PKS ","GK"
"ENG_GK_75"," 0 PRMR PRTS NSPR WRLT ","GK"
"ENG_GK_76"," 0 EKSP RX S0 PL ","GK"
"ENG_GK_77"," 0 PRSN KLT F0R MTRN ITL ","GK"
"ENG_GK_78"," WRLT LTRS T SLBR ","GK"
"ENG_GK_79"," 0 FNTR MTRN JRMN ","GK"
"ENG_GK_80"," 0 KNTR LNT MTNT SN ","GK"
"ENG_GK_81"," 0 RF WRLT ","GK"
"ENG_GK_82"," 0 FNTR XNS RPBL ","GK"
"ENG_GK_83"," 0 PKST RSF NBL PRS ","GK"
"ENG_GK_84"," 0 WMN PRM MNST BRTN ","GK"
"ENG_GK_85"," 0 SKRT JNRL UN ","GK"
"ENG_GK_86"," 0 SKLP STT LBRT ","GK"
"ENG_GK_87"," 0 PRT BK STTT ","GK"
"ENG_GK_88"," JN F KNT ASSN ","GK"
"ENG_GK_89"," 0 LRJS RFR FRNS ","GK"
"ENG_GK_90"," 0 KN ENKL MRT BR0R ","GK"
"ENG_GK_91"," 0 BLK PRSN AWRT NBL PS PRS ","GK"
"ENG_GK_92"," 0 BRTX UNFR ATMT WMN TKR KRSS ","GK"
"ENG_GK_93"," 0 PRNS EKSP JMK ","GK"
"ENG_GK_94"," N YRK PPLR ST ","GK"
"ENG_GK_95"," MTKS PPLR ISLN ","GK"
